,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments,salary,Churn Probability
8912,0.47,0.53,4,181,3,0,0,technical,low,0.03823533249230301
8913,0.2,0.5,6,282,6,1,0,technical,low,0.09534758142119608
8914,0.72,0.84,2,173,2,1,0,management,high,0.03271963882860841
8915,0.56,0.57,5,237,2,0,0,IT,low,0.008593071303705988
8916,0.7,0.74,3,202,2,0,0,IT,medium,0.008343356945648544
8917,0.59,0.82,3,162,2,0,0,IT,high,0.00730038311602032
8918,0.78,0.96,3,248,3,0,0,IT,medium,0.012026146599571632
8919,0.62,0.64,3,165,3,0,0,IT,high,0.006930584224198068
8920,0.71,0.61,2,216,2,0,0,product_mng,medium,0.015178596428958729
8921,0.72,0.45,4,143,6,0,0,product_mng,medium,0.028042923169767288
8922,0.76,0.77,3,254,3,0,0,product_mng,medium,0.008946829695947147
8923,0.83,0.56,3,186,3,0,0,product_mng,medium,0.006643092604203873
8924,0.92,0.99,4,245,4,0,0,IT,medium,0.10581231345262754
8925,0.67,0.77,3,157,3,0,0,RandD,medium,0.007726069780270842
8926,0.56,0.45,3,184,3,0,0,RandD,medium,0.007913056045626862
8927,0.91,0.63,4,210,3,0,0,RandD,medium,0.006392468193580305
8928,0.56,0.86,4,137,2,1,0,RandD,high,0.007386182483338037
8929,0.72,0.95,3,145,2,0,0,RandD,low,0.006939397285367538
8930,0.56,0.86,4,181,3,0,0,marketing,medium,0.008821357100518526
8931,0.92,0.56,3,174,3,0,0,sales,medium,0.006157549437439548
8932,0.74,0.88,5,183,3,1,0,accounting,medium,0.00746493932357737
8933,0.88,0.84,4,171,4,1,0,support,medium,0.03159007218163957
8934,0.69,0.72,2,190,2,0,0,technical,medium,0.020503349570143162
8935,0.87,0.78,4,142,3,0,0,management,medium,0.008291745970299557
8936,0.98,0.5,3,198,3,0,0,marketing,medium,0.0056824709963821185
8937,0.9,0.61,3,185,3,0,0,marketing,medium,0.0065929867130598094
8938,0.49,0.87,4,171,3,1,0,marketing,medium,0.007980304109669918
8939,0.78,0.57,4,264,3,0,0,sales,high,0.008983364348024245
8940,0.58,0.98,3,175,3,0,0,sales,low,0.008493768014476882
8941,0.91,0.88,5,210,2,1,0,sales,low,0.007547897068184059
8942,0.92,0.75,4,212,3,0,0,sales,low,0.007523105048307217
8943,0.36,0.66,4,97,2,0,0,sales,high,0.07668664568943694
8944,0.55,0.53,4,214,3,0,0,sales,low,0.007953552710272054
8945,0.95,0.96,4,244,3,0,0,sales,low,0.024661928294014385
8946,0.5,0.67,3,246,3,0,0,sales,low,0.0098724053211075
8947,0.42,0.73,3,115,6,0,0,sales,high,0.04527854490759247
8948,0.75,0.68,3,237,5,0,0,sales,low,0.08494491213316765
8949,0.88,0.7,4,146,4,0,0,sales,low,0.02433337166226636
8950,0.53,0.63,5,159,4,0,0,sales,low,0.028233469171405023
8951,0.84,0.4,4,246,3,0,0,sales,low,0.010238226067556712
8952,0.49,0.93,3,226,3,0,0,sales,low,0.011288989863023185
8953,0.71,0.91,3,261,3,0,0,sales,low,0.010189179466463073
8954,0.83,0.64,4,242,2,0,0,sales,low,0.009262704903464102
8955,0.88,0.93,4,177,3,0,0,sales,medium,0.007417437275091929
8956,0.87,0.53,4,144,3,0,0,sales,medium,0.008301912616980496
8957,0.43,0.82,2,221,5,0,0,sales,medium,0.10393641559528048
8958,0.8,0.9,5,265,3,0,0,accounting,medium,0.03256004191990997
8959,0.32,0.67,5,224,4,1,0,accounting,medium,0.0974416871194839
8960,0.77,0.56,3,167,4,0,0,accounting,medium,0.023120471197730235
8961,0.97,0.77,3,245,3,0,0,hr,medium,0.008418127514624557
8962,0.98,0.63,4,232,2,0,0,hr,medium,0.007852296467591122
8963,0.62,0.64,5,229,2,0,0,hr,medium,0.010458018604964798
8964,0.53,0.94,4,128,6,0,0,hr,medium,0.07436530342187994
8965,0.93,0.49,3,211,2,0,0,technical,medium,0.006083618602653996
8966,0.51,0.91,4,194,2,0,0,technical,medium,0.008283657594017767
8967,0.76,0.76,4,214,3,0,0,technical,high,0.007829233390468983
8968,0.69,0.89,3,216,4,0,0,technical,low,0.042502433099424024
8969,0.58,0.6,4,222,3,0,0,technical,medium,0.009279197557287415
8970,0.98,0.77,4,144,4,0,0,technical,medium,0.03500975133773597
8971,0.58,0.54,3,287,6,0,0,technical,medium,0.21428057103609277
8972,0.57,0.97,4,224,4,0,0,technical,medium,0.06385353276582303
8973,0.84,0.79,4,157,4,0,0,technical,low,0.04478662142870841
8974,0.15,0.67,5,216,6,0,0,technical,low,0.04328218933388542
8975,0.88,0.72,5,181,4,0,0,technical,low,0.04723793573493963
8976,0.69,0.99,3,133,3,0,0,support,low,0.010407937273141692
8977,0.56,0.84,5,154,2,1,0,support,low,0.009166492370147066
8978,0.49,0.58,3,265,3,0,0,support,low,0.012398925420100357
8979,0.4,0.45,4,113,3,0,0,support,low,0.0618321123795687
8980,0.67,0.36,3,280,4,0,0,support,low,0.042258336867130965
8981,0.79,0.5,3,213,3,1,0,support,low,0.005986755306080937
8982,0.47,0.44,5,255,5,1,0,support,low,0.09073761409925919
8983,0.82,0.54,3,243,4,0,0,support,low,0.02577646152901222
8984,0.82,0.87,3,206,2,0,0,support,low,0.007965690158193785
8985,0.63,0.57,5,149,3,0,0,support,low,0.010486240080544771
8986,0.91,0.53,2,273,3,0,0,support,low,0.03896324652748704
8987,0.89,1.0,4,226,2,1,0,technical,low,0.028738710034054676
8988,0.96,0.93,3,238,2,0,0,technical,low,0.008613070866820982
8989,0.83,0.72,2,226,3,0,0,technical,low,0.021125657514612248
8990,0.75,0.92,3,199,3,1,0,management,low,0.0070724646698145386
8991,0.75,0.82,5,202,3,1,0,IT,low,0.009423145899520653
8992,0.41,0.69,2,152,4,1,0,IT,low,0.19459386475042348
8993,0.96,0.94,3,167,3,0,0,IT,low,0.006277772801961591
8994,0.58,0.79,4,130,3,0,0,IT,medium,0.009587652336611857
8995,0.74,0.89,3,229,3,0,0,IT,medium,0.012009457743197583
8996,0.78,0.74,4,261,3,1,0,product_mng,medium,0.00874127304376199
8997,0.5,0.72,3,182,2,1,0,product_mng,medium,0.006835819765585463
8998,1.0,0.52,4,198,3,0,0,product_mng,medium,0.0057233817124868105
8999,0.85,0.91,3,244,3,0,0,product_mng,medium,0.011622391732578372
9000,0.82,0.89,4,275,3,0,0,IT,medium,0.06440756297822699
9001,0.19,0.81,5,245,5,0,0,RandD,medium,0.12450776083184359
9002,0.9,0.9,3,147,3,1,0,RandD,medium,0.0057583563589784
9003,0.59,1.0,4,275,3,0,0,RandD,medium,0.08344396429665077
9004,0.53,0.46,2,167,2,0,0,RandD,medium,0.014052711873241586
9005,0.57,0.5,5,149,5,1,0,RandD,medium,0.04296345831635937
9006,0.85,0.99,4,233,2,0,0,marketing,high,0.025592315954118625
9007,0.64,0.67,5,167,2,0,0,sales,low,0.009205777764120042
9008,0.57,0.54,3,159,3,1,0,accounting,medium,0.00773019342030119
9009,0.86,0.85,2,195,4,0,0,support,medium,0.0847499486907483
9010,0.6,0.7,5,229,2,0,0,technical,medium,0.010253740964091165
9011,0.17,0.76,4,199,5,0,0,management,medium,0.03716520696624177
9012,0.54,0.63,3,174,3,0,0,marketing,low,0.008561496460612529
9013,0.35,0.78,5,275,4,0,0,marketing,low,0.12269207994358476
9014,0.92,0.77,5,217,4,0,0,marketing,low,0.047292336064511255
9015,0.66,1.0,4,192,2,0,0,sales,low,0.019958915401941755
9016,0.83,0.9,4,195,3,0,0,sales,low,0.007833843366389806
9017,0.89,0.86,3,261,4,0,0,sales,low,0.047158288299647216
9018,0.94,0.61,4,199,3,0,0,sales,low,0.006736443101032891
9019,0.24,0.85,4,160,5,0,0,sales,low,0.04916273019641638
9020,0.69,0.8,3,177,4,0,0,sales,low,0.025569663868620827
9021,0.45,0.46,3,179,2,1,0,sales,low,0.03872388366356425
9022,0.78,0.93,4,161,3,0,0,sales,low,0.008129261840358205
9023,0.91,0.38,5,279,5,0,0,sales,low,0.13657881421799797
9024,0.63,0.65,4,246,6,1,0,sales,low,0.04649405878685065
9025,0.71,0.8,4,199,2,0,0,sales,low,0.008822968946862792
9026,0.73,0.69,3,161,3,0,0,sales,low,0.008231384256249268
9027,0.69,0.52,5,219,3,0,0,sales,low,0.009119554332463147
9028,0.52,0.57,5,162,3,0,0,sales,low,0.008719797680170605
9029,0.78,0.66,4,258,3,0,0,sales,low,0.009902563135141153
9030,0.94,0.69,3,269,3,0,0,sales,low,0.008561854403984695
9031,0.55,0.73,4,201,3,0,0,sales,low,0.00905153781386891
9032,0.43,0.38,2,278,3,1,0,sales,low,0.15013536972290817
9033,0.77,0.66,3,147,2,0,0,sales,medium,0.0077771361550427335
9034,0.59,0.8,5,247,3,0,0,accounting,medium,0.010564990755319211
9035,0.65,0.54,4,191,4,0,0,accounting,medium,0.02320162027058472
9036,0.82,0.37,2,280,3,0,0,accounting,medium,0.03471816083832361
9037,0.31,0.72,2,191,3,0,0,hr,medium,0.030146706284954635
9038,0.84,0.65,4,264,2,0,0,hr,medium,0.011260823887164841
9039,0.15,0.4,3,236,5,0,0,hr,medium,0.04921902962893989
9040,0.64,0.52,4,271,2,1,0,hr,medium,0.00931917399396977
9041,0.48,0.63,5,129,5,0,0,technical,medium,0.06338983128972295
9042,0.82,0.58,4,249,5,0,0,technical,medium,0.1483021248431351
9043,0.99,0.54,3,188,3,0,0,technical,medium,0.00633070254482693
9044,0.8,0.52,3,147,3,1,0,technical,medium,0.007648200714964595
9045,0.94,0.92,3,273,3,0,0,technical,high,0.009081244084684368
9046,0.94,0.81,4,237,3,1,0,technical,low,0.01341073031268592
9047,0.77,0.79,3,273,2,0,0,technical,medium,0.012636965345942263
9048,0.48,0.54,3,190,3,0,0,technical,medium,0.019428629631351748
9049,0.62,0.68,3,226,3,0,0,technical,medium,0.009460791413753767
9050,0.61,0.9,4,216,3,0,0,technical,medium,0.009815192229883977
9051,0.27,0.6,6,205,5,1,0,technical,low,0.05190777921482247
9052,0.89,0.65,3,208,2,0,0,support,low,0.0066491522175889765
9053,0.58,0.81,4,266,2,0,0,support,low,0.013018368230915744
9054,0.64,0.77,3,249,2,1,0,support,low,0.007582712928641903
9055,0.73,0.88,5,134,2,1,0,support,low,0.008773165343570491
9056,0.74,0.85,2,189,3,0,0,support,low,0.10351549708294694
9057,0.75,0.82,4,143,2,0,0,support,low,0.008133293083174141
9058,0.78,0.84,4,173,3,0,0,support,low,0.008364104785567015
9059,0.18,0.95,6,248,3,0,0,support,low,0.08609675197066492
9060,0.8,0.84,3,186,6,0,0,support,low,0.13013787152465967
9061,0.89,0.64,5,191,3,0,0,support,low,0.007930287944395202
9062,0.84,0.5,3,227,2,0,0,support,low,0.007973515734961632
9063,0.64,0.38,2,269,5,0,0,technical,low,0.11773810340604475
9064,0.53,0.82,3,254,3,1,0,technical,low,0.010144953938620294
9065,0.15,0.66,4,180,4,0,0,technical,low,0.060803336102419475
9066,0.66,0.62,3,144,3,0,0,management,low,0.008306210526688739
9067,0.49,0.78,5,137,3,1,0,IT,low,0.010291474837045829
9068,0.78,0.72,3,223,4,0,0,IT,low,0.025211885608807355
9069,0.39,0.75,5,286,5,0,0,IT,low,0.13721809778187438
9070,0.9,0.83,3,151,3,0,0,IT,low,0.007363543076819274
9071,0.96,0.74,5,244,2,1,0,IT,low,0.006921354486808728
9072,0.63,0.81,4,216,4,0,0,product_mng,medium,0.03555271487587665
9073,0.63,0.74,4,173,3,0,0,product_mng,medium,0.008246951073942512
9074,0.89,0.81,3,186,3,0,0,product_mng,medium,0.007706712887645179
9075,0.93,0.57,2,205,4,1,0,product_mng,medium,0.012086202196488807
9076,0.87,0.59,4,202,3,0,0,IT,medium,0.0068376638463323565
9077,0.56,0.53,3,189,3,0,0,RandD,medium,0.006960333652167704
9078,0.97,0.55,4,181,5,1,0,RandD,medium,0.03764769925681755
9079,0.61,0.51,3,207,3,0,0,RandD,medium,0.006684276801149922
9080,0.73,0.46,4,240,4,1,0,RandD,medium,0.02393641707927587
9081,0.61,0.69,2,164,2,0,0,RandD,medium,0.014166382218817324
9082,0.99,0.71,4,212,2,0,0,marketing,medium,0.006282224391337205
9083,0.57,0.75,4,151,2,0,0,sales,medium,0.011530630441782718
9084,0.74,0.96,4,197,3,0,0,accounting,high,0.00754487367037827
9085,0.86,0.61,5,265,3,0,0,support,low,0.010649021643904475
9086,0.68,0.72,4,274,3,0,0,technical,medium,0.012973852336065444
9087,0.66,0.63,3,201,4,0,0,management,medium,0.02469899875613839
9088,0.86,0.89,3,250,2,0,0,marketing,medium,0.011077316168733142
9089,0.85,0.78,3,165,4,0,0,marketing,medium,0.025600220357322633
9090,0.98,0.53,5,186,3,0,0,marketing,low,0.006128504100292854
9091,0.14,0.73,5,273,4,1,0,sales,low,0.08308195895944231
9092,0.2,0.54,5,162,6,0,0,sales,low,0.0405135037112779
9093,0.9,0.97,3,141,3,0,0,sales,low,0.007242144999922604
9094,0.51,0.96,5,268,4,0,0,sales,low,0.08116528477188001
9095,0.63,0.77,3,176,2,1,0,sales,low,0.007554466348531659
9096,0.83,0.88,3,223,3,1,0,sales,low,0.010196635703327695
9097,0.67,0.72,4,218,2,1,0,sales,low,0.007449483942467767
9098,0.96,0.52,4,228,3,0,0,sales,low,0.006836830082051454
9099,0.69,0.75,3,204,3,0,0,sales,low,0.008488756785364182
9100,0.69,0.9,4,148,2,0,0,sales,low,0.00922028322568759
9101,0.64,0.94,3,221,2,0,0,sales,low,0.010138951476979359
9102,0.62,0.48,4,271,3,0,0,sales,low,0.009653244431500162
9103,0.55,0.75,3,191,3,0,0,sales,low,0.00938093192499511
9104,0.98,0.51,4,223,2,0,0,sales,low,0.006682238940740768
9105,0.83,0.78,5,250,2,1,0,sales,low,0.009652768126089254
9106,0.73,0.77,3,230,2,0,0,sales,low,0.009441961906471733
9107,0.58,0.86,3,226,2,0,0,sales,low,0.009832717272724684
9108,0.52,0.67,4,182,3,0,0,sales,medium,0.008662584752787443
9109,0.91,0.7,3,195,3,0,0,sales,medium,0.006806045485741379
9110,0.72,0.64,3,231,2,0,0,accounting,medium,0.00838117927934615
9111,0.7,0.74,3,224,3,0,0,accounting,medium,0.008924739338112192
9112,0.86,0.92,4,229,4,0,0,accounting,medium,0.10299805678222147
9113,0.82,0.57,2,158,3,1,0,hr,medium,0.031136975639062765
9114,0.83,0.78,4,242,3,1,0,hr,medium,0.009598502844531122
9115,0.99,0.64,3,183,3,0,0,hr,medium,0.006789670317048071
9116,0.88,0.58,5,213,4,0,0,hr,medium,0.03197311642595204
9117,0.68,0.74,4,263,2,1,0,technical,medium,0.014395552008421547
9118,0.9,0.49,3,237,2,0,0,technical,medium,0.007752201389846857
9119,0.59,0.67,6,126,3,0,0,technical,medium,0.047164257594616
9120,0.76,0.71,6,168,2,0,0,technical,high,0.03733556102867816
9121,0.23,0.63,5,151,4,1,0,technical,low,0.05753509187218973
9122,0.8,0.85,4,239,3,0,0,technical,medium,0.02965027971808711
9123,0.62,0.49,4,174,3,0,0,technical,medium,0.007421716044951808
9124,0.28,0.46,5,277,6,0,0,technical,medium,0.1178008368988683
9125,0.81,0.97,3,133,3,0,0,technical,medium,0.008190834362998368
9126,0.64,0.91,4,150,3,0,0,technical,low,0.008268363984369153
9127,0.76,0.6,5,244,3,1,0,technical,low,0.009410921158534216
9128,0.79,0.87,3,232,2,0,0,support,low,0.010829983526079967
9129,0.72,0.91,3,267,2,0,0,support,low,0.010320997975969259
9130,0.22,0.59,5,162,2,0,0,support,low,0.0434327896710992
9131,0.18,0.73,5,228,5,0,0,support,low,0.05599710533206505
9132,0.91,0.49,2,180,3,0,0,support,low,0.015262769467175879
9133,0.69,0.63,2,252,3,0,0,support,low,0.028007080214693246
9134,0.91,0.66,5,212,3,0,0,support,low,0.007153105738890238
9135,0.67,0.84,4,224,3,0,0,support,low,0.012668228008600374
9136,0.98,0.62,2,240,3,1,0,support,low,0.013518256572162437
9137,0.69,0.62,4,183,4,0,0,support,low,0.02558267817661969
9138,0.96,0.74,5,160,5,1,0,support,low,0.0554708229013516
9139,0.69,0.68,4,225,3,0,0,technical,low,0.009194521609996502
9140,0.65,0.68,3,268,2,1,0,technical,low,0.011660126038746041
9141,0.7,0.75,3,221,3,0,0,technical,low,0.00917252880265342
9142,0.48,0.94,3,173,2,0,0,management,low,0.014392558029074926
9143,0.48,0.51,4,103,4,0,0,IT,low,0.04055873820329667
9144,0.16,0.89,4,196,3,1,0,IT,low,0.04719930318323944
9145,0.72,0.97,3,239,3,0,0,IT,low,0.011696673655348863
9146,0.91,0.71,3,171,2,0,0,IT,low,0.006116118499679351
9147,0.74,0.54,3,243,3,0,0,IT,medium,0.007910445228484435
9148,0.56,0.56,2,153,2,0,0,product_mng,medium,0.012727081002013661
9149,0.56,0.41,6,142,3,0,0,product_mng,medium,0.03352347652217507
9150,0.88,0.55,5,168,2,0,0,product_mng,medium,0.006289729850144584
9151,0.86,0.9,5,180,4,0,0,product_mng,medium,0.03170672584546522
9152,0.66,0.84,4,186,3,0,0,IT,medium,0.008022034954031452
9153,0.41,0.45,3,236,2,0,0,RandD,medium,0.06302877872763941
9154,0.68,0.83,5,267,3,0,0,RandD,medium,0.01940154879028587
9155,0.59,0.47,3,129,2,0,0,RandD,medium,0.012372052895050363
9156,0.52,0.78,3,181,3,0,0,RandD,medium,0.008474743256228996
9157,0.3,0.54,2,99,2,0,0,RandD,medium,0.04939796995424538
9158,0.44,0.67,5,170,3,1,0,marketing,medium,0.05855372985206862
9159,0.75,0.64,3,195,3,0,0,sales,high,0.007121256228040589
9160,0.23,0.94,4,149,6,0,0,accounting,low,0.04749246131337403
9161,0.34,0.46,6,132,2,0,0,support,medium,0.09996362510600743
9162,0.52,0.59,3,164,3,0,0,technical,medium,0.008933547531285922
9163,0.79,0.83,4,250,2,0,0,management,medium,0.025329299507635673
9164,0.5,0.77,3,204,2,0,0,marketing,medium,0.008600143775585278
9165,0.89,0.65,3,210,3,0,0,marketing,low,0.006773480845719683
9166,0.84,0.52,6,98,3,0,0,marketing,low,0.038258174610658106
9167,0.26,0.47,3,241,4,0,0,sales,low,0.06815078024922486
9168,0.57,0.96,5,203,4,0,0,sales,low,0.030286734112961167
9169,0.14,0.99,3,257,4,1,0,sales,low,0.12387549585064077
9170,0.94,0.62,5,201,2,0,0,sales,low,0.006783579500035273
9171,0.3,0.58,2,124,3,0,0,sales,low,0.04658699474608454
9172,0.29,0.43,6,175,3,0,0,sales,low,0.053802040242679594
9173,0.82,0.75,3,161,3,0,0,sales,low,0.008704428203035519
9174,0.62,0.75,4,183,4,1,0,sales,low,0.02390653860090874
9175,0.64,0.99,5,262,5,0,0,sales,low,0.36951926963821086
9176,0.17,0.52,4,184,4,0,0,sales,low,0.05302004477316269
9177,0.75,0.56,3,207,3,0,0,sales,low,0.007157629779421503
9178,0.49,0.73,4,185,3,0,0,sales,low,0.009873514704982513
9179,0.84,0.58,4,180,2,0,0,sales,low,0.007741468351552975
9180,0.48,0.96,4,224,2,1,0,sales,low,0.015758165345642047
9181,0.54,0.53,3,184,3,0,0,sales,low,0.008066688303875698
9182,0.76,0.99,5,252,3,1,0,sales,low,0.02615330449832891
9183,0.77,0.84,4,196,3,0,0,sales,low,0.008043228388443808
9184,0.95,0.97,4,203,2,0,0,sales,low,0.007099668501914269
9185,0.72,0.83,4,181,3,0,0,sales,low,0.008630325383790053
9186,0.74,0.67,4,148,3,0,0,accounting,medium,0.007638424491118719
9187,0.9,0.55,4,211,3,0,0,accounting,medium,0.006670422070263796
9188,0.67,0.55,3,246,3,0,0,accounting,medium,0.008733417229538533
9189,0.97,0.55,4,258,3,0,0,hr,medium,0.008277400729032398
9190,0.55,0.59,3,231,4,0,0,hr,medium,0.03330417052867587
9191,0.32,0.95,2,184,5,0,0,hr,medium,0.0690226222229721
9192,0.4,0.42,3,146,2,1,0,hr,medium,0.03185551562873103
9193,0.66,0.54,2,136,2,0,0,technical,low,0.01908232899433762
9194,0.7,0.77,4,266,2,0,0,technical,low,0.010827250825843893
9195,0.69,0.89,2,220,3,0,0,technical,low,0.03153689128394097
9196,0.72,0.57,2,248,2,0,0,technical,low,0.02925960080101353
9197,0.21,0.65,3,183,3,0,0,technical,low,0.04425071814281069
9198,0.91,0.9,3,169,3,0,0,technical,low,0.006582935713024231
9199,0.72,0.71,3,132,2,1,0,technical,low,0.007196659315678142
9200,0.96,0.72,3,197,3,0,0,technical,low,0.007026399144042147
9201,1.0,0.89,4,152,3,0,0,technical,low,0.0065425156880531
9202,0.63,0.51,3,126,6,0,0,technical,low,0.03860602271208002
9203,0.24,0.74,6,106,5,0,0,technical,low,0.05595144806686895
9204,0.44,0.38,4,128,2,0,0,support,low,0.04085111220621553
9205,0.92,0.57,3,191,3,0,0,support,low,0.005912101558767489
9206,0.51,0.51,4,189,3,0,0,support,low,0.007447606736660758
9207,0.77,0.71,5,141,3,0,0,support,low,0.00827100656634552
9208,0.8,0.97,4,220,3,0,0,support,low,0.030847408180754023
9209,0.84,0.46,5,118,3,0,0,support,low,0.012099765317841325
9210,0.91,0.88,5,223,3,0,0,support,low,0.03170275669418658
9211,0.64,0.61,3,263,3,0,0,support,low,0.009221662198712318
9212,0.15,0.59,5,209,4,1,0,support,medium,0.04992195666422381
9213,0.74,0.58,4,193,3,0,0,support,medium,0.007491557954466795
9214,0.94,0.78,4,211,3,0,0,support,medium,0.006812771193289814
9215,0.57,0.58,3,192,3,0,0,technical,medium,0.008399121852379895
9216,0.92,0.63,5,156,3,0,0,technical,medium,0.0073599530965970895
9217,0.76,0.54,5,278,2,1,0,technical,medium,0.024551065486510624
9218,0.73,0.92,3,199,3,1,0,management,medium,0.007034692017347399
9219,0.24,0.6,2,194,6,0,0,IT,medium,0.029570021412122692
9220,0.42,0.47,2,125,4,0,0,IT,medium,0.2608669223221553
9221,0.92,0.82,4,96,4,0,0,IT,medium,0.03389970991184991
9222,0.92,0.94,3,234,2,1,0,IT,medium,0.008513285683199713
9223,0.68,0.55,6,181,3,0,0,IT,medium,0.03478225970498292
9224,0.49,0.86,4,246,2,0,0,product_mng,medium,0.013049946391670677
9225,0.57,0.98,3,171,3,0,0,product_mng,medium,0.007994706102341535
9226,0.3,0.66,3,198,2,0,0,product_mng,medium,0.048194260172416466
9227,0.17,0.81,5,280,4,0,0,product_mng,medium,0.11864757806106187
9228,0.91,0.49,3,267,3,0,0,IT,medium,0.007386656759336353
9229,0.83,0.91,3,251,2,0,0,RandD,medium,0.010964459991252501
9230,0.87,0.76,5,182,3,0,0,RandD,medium,0.007439430243823919
9231,0.71,0.8,4,157,3,0,0,RandD,medium,0.00783311026895249
9232,0.88,0.5,3,206,2,0,0,RandD,medium,0.005852809554914941
9233,0.63,0.94,3,237,3,1,0,RandD,medium,0.007607708176523206
9234,0.99,0.58,2,166,3,0,0,marketing,medium,0.013584701072479805
9235,0.99,0.81,4,229,2,1,0,sales,medium,0.01436005322003815
9236,0.77,0.53,5,256,3,0,0,accounting,medium,0.009966382550614052
9237,0.64,0.69,5,114,6,0,0,support,medium,0.03768238462569892
9238,0.61,1.0,5,243,2,0,0,technical,medium,0.01743423402158674
9239,0.37,0.82,3,199,5,0,0,management,medium,0.0757409718778142
9240,0.19,1.0,4,188,4,1,0,marketing,medium,0.3547709327942146
9241,0.96,0.87,4,187,2,0,0,marketing,medium,0.006014965992885945
9242,0.8,0.62,4,216,2,0,0,marketing,medium,0.007732233431757024
9243,0.14,0.63,6,215,5,0,0,sales,low,0.05172078188115966
9244,0.15,0.69,6,213,6,0,0,sales,low,0.03864967839380238
9245,0.52,0.82,4,198,4,0,0,sales,low,0.031201355501818732
9246,0.27,0.55,5,121,3,1,0,sales,low,0.05410964439383049
9247,0.97,0.96,3,212,3,0,0,sales,low,0.0068493462871776715
9248,0.52,0.93,2,271,3,0,0,sales,low,0.03946944423045276
9249,0.98,0.89,3,186,2,0,0,sales,low,0.007124606939029586
9250,0.96,0.95,4,265,2,0,0,sales,low,0.022840674751125747
9251,0.28,0.92,3,151,3,0,0,sales,low,0.05762698213822013
9252,0.65,0.55,5,206,3,0,0,sales,low,0.00797819662393407
9253,0.59,0.63,4,153,3,1,0,sales,low,0.0070170749102689105
9254,0.64,0.48,4,267,2,1,0,sales,low,0.007513467590106304
9255,0.71,0.48,3,161,3,0,0,sales,low,0.008715621810039917
9256,0.83,0.84,2,149,3,0,0,sales,low,0.029869477150957828
9257,0.95,0.94,2,269,4,1,0,sales,low,0.03160757379865981
9258,0.73,0.49,3,248,3,0,0,sales,low,0.008481659869628096
9259,0.81,0.75,4,243,2,0,0,sales,low,0.011830490860933766
9260,0.71,0.44,2,207,4,0,0,sales,low,0.0198796737107227
9261,0.8,0.56,6,111,6,0,0,sales,low,0.03835423395900072
9262,0.85,0.53,3,226,2,0,0,accounting,low,0.009118900007044297
9263,0.41,0.7,2,151,3,1,0,accounting,low,0.22339829711056697
9264,0.51,0.84,4,224,2,0,0,accounting,medium,0.013173559879178544
9265,0.49,0.57,4,146,4,0,0,hr,medium,0.03196966224204208
9266,0.76,0.55,4,163,2,1,0,hr,medium,0.0068440265758346166
9267,0.57,0.69,4,255,3,0,0,hr,medium,0.01133636990000617
9268,0.54,0.48,6,196,2,0,0,hr,medium,0.03017519817174956
9269,0.68,0.74,3,227,2,0,0,technical,medium,0.009939509934652547
9270,0.7,0.5,3,251,2,0,0,technical,medium,0.008617833272852378
9271,0.77,0.87,4,209,3,0,0,technical,medium,0.008190955279771114
9272,0.95,0.51,3,254,4,0,0,technical,medium,0.04097901903796223
9273,0.5,0.64,3,249,2,1,0,technical,low,0.008270065835418786
9274,0.99,0.53,4,131,3,1,0,technical,low,0.008211345192471037
9275,0.94,0.51,5,142,2,0,0,technical,low,0.006298599875877463
9276,0.83,0.66,3,239,3,0,0,technical,low,0.00925179944726667
9277,0.64,0.81,3,225,3,1,0,technical,low,0.010868324926604412
9278,0.16,0.73,6,170,3,0,0,technical,low,0.05406738169684764
9279,0.83,0.71,3,254,2,0,0,technical,low,0.009646396054178363
9280,0.93,0.73,4,156,2,0,0,support,low,0.006688594725927804
9281,0.32,0.64,3,151,3,0,0,support,low,0.06174536261209398
9282,0.12,0.9,3,200,3,0,0,support,low,0.07223220292241837
9283,0.5,0.5,3,184,3,1,0,support,low,0.00661473261983875
9284,0.57,0.74,3,257,2,0,0,support,low,0.009409020616589535
9285,0.25,0.75,5,194,5,1,0,support,low,0.0409867900821639
9286,0.98,0.56,3,139,2,1,0,support,low,0.0061050109260767284
9287,0.81,0.51,3,273,2,1,0,support,low,0.008492542097876608
9288,0.94,0.63,5,261,3,0,0,support,low,0.008496869697713391
9289,0.83,0.57,3,135,3,1,0,support,low,0.008132145140841063
9290,0.77,0.4,4,207,5,0,0,support,low,0.05130430516595892
9291,0.57,0.65,4,265,3,0,0,technical,low,0.011717374607849409
9292,0.18,0.96,5,208,6,0,0,technical,medium,0.04798452334343843
9293,0.67,0.71,4,159,2,1,0,technical,medium,0.006504364726701263
9294,0.35,0.47,4,151,6,0,0,management,medium,0.048636472433596215
9295,0.78,0.44,3,97,4,0,0,IT,medium,0.0232486896438838
9296,0.72,0.79,4,154,3,0,0,IT,medium,0.007760754365513447
9297,0.9,0.58,3,264,3,0,0,IT,medium,0.009018897915607359
9298,0.58,0.49,3,135,2,0,0,IT,medium,0.007128835415404753
9299,0.64,0.56,3,238,2,0,0,IT,medium,0.007716141117579878
9300,0.91,0.79,4,166,3,0,0,product_mng,medium,0.006649552788362153
9301,0.59,0.51,3,156,3,0,0,product_mng,medium,0.008482571654500332
9302,0.76,0.8,3,202,3,0,0,product_mng,medium,0.007551392483058863
